work_year,salary,salary_in_usd,job_title,job_category,salary_currency,employee_residence,experience_level,employment_type,work_setting,company_location,company_size
2020.0,143812.0,179298.0,Data Scientist  in office,Data Science,INR,IN,EN,FL,Remote,US,L
2021.0,115411.0,126462.0,Data Scientist  ,ML/AI,EUR,JP,EN,FL,In-person,UK,L
2022.0,69191.0,49046.0,Data Engineer  (Remote),Analysis,GBP,US,EN,PT,Remote,DE,M
2022.0,42453.0,104210.0,Data Scientist  in office,Analysis,GBP,CN,EN,FT,Remote,JP,S
2021.0,150848.0,148724.0,Data Engineer  in office,Data Science,JPY,UK,MI,FL,Remote,MX,L
2021.0,144165.0,182982.0,Statistician  (Remote),ML/AI,JPY,MX,SE,CT,Remote,DE,L
2022.0,79993.0,172575.0,Data Engineer  ,Data Science,EUR,US,EN,FL,Remote,CN,S
2022.0,140780.0,78392.0,Data Scientist  in office,Data Science,INR,US,SE,CT,Hybrid,JP,S
2021.0,75706.0,91472.0,Statistician  (Remote),Engineering,GBP,US,SE,PT,Hybrid,UK,L
2020.0,121434.0,100904.0,Data Scientist  ,Data Science,INR,CN,EX,FL,Remote,JP,L
2020.0,80799.0,119063.0,Data Engineer  ,ML/AI,EUR,MX,MI,CT,In-person,UK,S
2021.0,149586.0,75335.0,Machine Learning Engineer  (Remote),Data Science,GBP,JP,EN,FT,In-person,IN,L
2020.0,90964.0,52487.0,Data Analyst  in office,ML/AI,GBP,US,SE,PT,Hybrid,UK,S
2021.0,127379.0,66593.0,Data Scientist  ,Analysis,us dolars,JP,EX,CT,In-person,UK,S
2020.0,139987.0,105927.0,Data Engineer  ,Data Science,EUR,JP,SE,FT,Hybrid,CN,L
2020.0,91926.0,39874.0,Statistician  ,ML/AI,EUR,MX,EN,FT,Remote,JP,L
2022.0,33801.0,84822.0,Data Scientist  ,Analysis,us dolars,MX,MI,CT,Remote,DE,S
2022.0,70144.0,83948.0,Data Scientist  in office,ML/AI,INR,IN,MI,FL,In-person,UK,L
2020.0,124478.0,33608.0,Data Analyst  in office,Analysis,us dolars,UK,EN,FT,In-person,JP,S
2020.0,-171220.0,125987.0,Data Engineer  (Remote),Data Science,EUR,US,SE,PT,In-person,UK,S
2022.0,142364.0,135182.0,Machine Learning Engineer  (Remote),Data Science,INR,US,EX,FT,Remote,US,M
2022.0,112819.0,57546.0,Statistician  in office,Data Science,GBP,US,MI,FL,Remote,US,S
2022.0,180933.0,145999.0,Data Engineer  (Remote),Analysis,us dolars,JP,MI,PT,In-person,US,S
2021.0,183552.0,130804.0,Statistician  ,Engineering,INR,MX,SE,PT,In-person,US,L
2020.0,48637.0,92496.0,Data Scientist  in office,ML/AI,INR,DE,SE,PT,In-person,DE,S
2022.0,74621.0,85186.0,Data Analyst  ,Engineering,INR,UK,SE,CT,In-person,CN,S
2020.0,77431.0,166302.0,Data Analyst  in office,ML/AI,us dolars,CN,EX,FT,Hybrid,UK,L
2021.0,129937.0,55720.0,Machine Learning Engineer  in office,Data Science,EUR,US,SE,FL,In-person,US,S
2021.0,86172.0,73023.0,Data Analyst  (Remote),Data Science,INR,DE,EX,CT,In-person,JP,M
2022.0,55437.0,198674.0,Data Scientist  in office,Analysis,us dolars,DE,EN,CT,Hybrid,US,S
2021.0,169221.0,97082.0,Machine Learning Engineer  (Remote),Data Science,EUR,MX,SE,PT,Hybrid,IN,S
2020.0,175743.0,45050.0,Data Engineer  in office,Data Science,us dolars,DE,SE,CT,Hybrid,IN,M
2022.0,53119.0,143353.0,Data Analyst  ,Data Science,us dolars,UK,EX,FT,Hybrid,CN,S
2020.0,177351.0,82164.0,Machine Learning Engineer  ,ML/AI,us dolars,DE,EX,CT,In-person,DE,L
2020.0,98835.0,158470.0,Data Scientist  ,Data Science,INR,CN,EX,CT,Remote,MX,S
2021.0,165875.0,60134.0,Statistician  ,ML/AI,us dolars,US,MI,PT,Remote,IN,L
2021.0,-90805.0,176712.0,Statistician  ,Data Science,EUR,CN,SE,PT,Remote,JP,S
2021.0,-48201.0,44284.0,Data Scientist  ,Data Science,EUR,US,SE,CT,Remote,US,S
2021.0,58634.0,90526.0,Data Scientist  in office,ML/AI,EUR,IN,SE,PT,Remote,IN,L
2021.0,175832.0,164495.0,Statistician  (Remote),Engineering,JPY,JP,EN,FL,Remote,IN,L
2022.0,171898.0,58577.0,Machine Learning Engineer  in office,Data Science,us dolars,DE,EX,FL,Hybrid,DE,M
2020.0,116821.0,151867.0,Statistician  ,Data Science,INR,CN,EX,FL,Hybrid,IN,L
2020.0,75775.0,148247.0,Data Scientist  ,Data Science,INR,JP,EN,CT,Remote,US,M
2020.0,156546.0,88900.0,Data Analyst  in office,Data Science,us dolars,JP,SE,FT,In-person,CN,S
2020.0,144090.0,114606.0,Data Engineer  (Remote),Engineering,GBP,JP,EN,FT,In-person,MX,M
2021.0,104676.0,36066.0,Data Analyst  (Remote),Engineering,GBP,JP,EN,PT,Remote,CN,S
2020.0,36798.0,134342.0,Data Analyst  (Remote),Engineering,EUR,JP,EN,FT,In-person,CN,L
2022.0,107160.0,38583.0,Data Scientist  (Remote),Engineering,us dolars,US,EN,FT,Hybrid,MX,L
2022.0,107751.0,68057.0,Statistician  ,Data Science,us dolars,UK,SE,CT,Hybrid,UK,M
2020.0,70888.0,183676.0,Machine Learning Engineer  ,ML/AI,JPY,DE,EX,PT,In-person,US,S
2020.0,79047.0,56564.0,Data Analyst  (Remote),Analysis,GBP,DE,EN,FT,Remote,IN,M
2022.0,139640.0,91429.0,Statistician  in office,Engineering,GBP,US,EN,FL,Hybrid,IN,L
2022.0,132614.0,128600.0,Machine Learning Engineer  in office,ML/AI,us dolars,CN,MI,PT,In-person,MX,L
2021.0,75955.0,118393.0,Data Analyst  ,Engineering,EUR,US,SE,PT,In-person,IN,S
2022.0,163054.0,145774.0,Machine Learning Engineer  in office,Data Science,us dolars,MX,EN,PT,Hybrid,DE,S
2021.0,194936.0,58941.0,Statistician  ,Data Science,EUR,JP,SE,FL,Hybrid,JP,S
2021.0,151298.0,67962.0,Data Engineer  ,ML/AI,GBP,UK,EN,FT,Remote,US,L
2021.0,115490.0,199645.0,Statistician  (Remote),ML/AI,JPY,DE,SE,FL,In-person,CN,S
2021.0,69265.0,151410.0,Data Scientist  (Remote),ML/AI,INR,CN,MI,PT,Remote,IN,M
2021.0,76313.0,186764.0,Machine Learning Engineer  (Remote),Data Science,GBP,IN,MI,PT,Hybrid,MX,M
2020.0,74350.0,88420.0,Data Engineer  (Remote),Data Science,EUR,US,SE,CT,In-person,UK,S
2022.0,176450.0,112415.0,Machine Learning Engineer  (Remote),Analysis,us dolars,IN,MI,CT,Hybrid,DE,S
2021.0,139168.0,196835.0,Machine Learning Engineer  (Remote),ML/AI,GBP,DE,MI,CT,Hybrid,JP,S
2022.0,57924.0,112013.0,Data Analyst  in office,Analysis,JPY,US,EN,CT,Hybrid,IN,L
2022.0,112593.0,149012.0,Data Scientist  (Remote),Engineering,EUR,DE,MI,PT,Remote,CN,M
2021.0,147490.0,167465.0,Machine Learning Engineer  (Remote),Analysis,us dolars,US,EX,FL,Hybrid,US,S
2020.0,37312.0,150198.0,Statistician  ,Engineering,INR,CN,SE,CT,Remote,UK,M
2021.0,60353.0,63488.0,Statistician  ,Engineering,EUR,DE,EN,FL,Hybrid,CN,L
2020.0,143744.0,182531.0,Data Analyst  (Remote),Analysis,us dolars,MX,MI,CT,Hybrid,DE,L
2022.0,46192.0,173626.0,Data Scientist  ,ML/AI,INR,IN,EX,FT,In-person,US,S
2020.0,178522.0,198939.0,Data Scientist  in office,Engineering,us dolars,UK,EN,CT,Hybrid,MX,S
2020.0,166504.0,132330.0,Statistician  in office,ML/AI,INR,CN,SE,FL,In-person,US,S
2020.0,126548.0,35057.0,Data Engineer  in office,Data Science,INR,MX,MI,CT,In-person,DE,S
2022.0,-128991.0,113026.0,Data Analyst  in office,Data Science,EUR,CN,SE,FT,Remote,MX,S
2022.0,108711.0,35305.0,Data Analyst  (Remote),Data Science,us dolars,US,SE,FL,In-person,US,S
2020.0,171367.0,91276.0,Statistician  in office,Analysis,INR,IN,MI,FL,In-person,MX,M
2020.0,36774.0,193812.0,Statistician  in office,ML/AI,EUR,DE,MI,FL,Hybrid,MX,L
2021.0,145107.0,185190.0,Data Engineer  in office,Analysis,JPY,IN,EN,PT,Hybrid,UK,L
2020.0,173262.0,167746.0,Data Engineer  in office,Engineering,JPY,CN,SE,FL,Remote,UK,M
2021.0,192358.0,120534.0,Data Scientist  ,Data Science,INR,US,MI,PT,In-person,MX,M
2020.0,102427.0,176388.0,Data Analyst  in office,Engineering,JPY,IN,SE,FT,In-person,US,S
2021.0,117513.0,177289.0,Data Analyst  in office,Analysis,JPY,MX,MI,FL,Remote,IN,S
2022.0,94014.0,141045.0,Statistician  ,ML/AI,INR,DE,SE,FL,Hybrid,US,S
2020.0,85256.0,175674.0,Data Scientist  ,ML/AI,INR,JP,EN,FL,In-person,IN,L
2020.0,128743.0,117181.0,Data Analyst  (Remote),Engineering,EUR,CN,SE,FT,Remote,US,M
2020.0,121190.0,140907.0,Data Scientist  ,Engineering,GBP,UK,MI,PT,Hybrid,CN,M
2020.0,81715.0,43987.0,Data Scientist  ,Data Science,us dolars,UK,EX,CT,Remote,JP,M
2021.0,37466.0,79915.0,Statistician  ,Analysis,INR,CN,EN,FT,Remote,UK,M
2020.0,47637.0,43543.0,Data Scientist  in office,Engineering,INR,JP,EN,FT,In-person,US,S
2022.0,160424.0,57944.0,Data Engineer  (Remote),Data Science,JPY,US,EX,FT,Hybrid,UK,S
2022.0,98745.0,170216.0,Data Engineer  (Remote),Data Science,EUR,IN,SE,PT,In-person,DE,S
2020.0,66317.0,139418.0,Machine Learning Engineer  in office,ML/AI,JPY,IN,EN,PT,In-person,JP,S
2022.0,164150.0,68459.0,Statistician  (Remote),Data Science,INR,JP,EX,PT,Hybrid,IN,L
2020.0,188371.0,60741.0,Machine Learning Engineer  in office,Data Science,INR,MX,EX,PT,Hybrid,DE,S
2020.0,33543.0,156077.0,Data Engineer  ,Data Science,EUR,JP,SE,PT,Hybrid,JP,S
2022.0,152790.0,104627.0,Machine Learning Engineer  in office,Analysis,INR,DE,SE,FL,In-person,DE,L
2020.0,81052.0,143372.0,Statistician  in office,ML/AI,GBP,DE,MI,CT,Hybrid,UK,M
2022.0,52064.0,99741.0,Statistician  ,Analysis,us dolars,UK,EX,CT,Hybrid,CN,M
2021.0,102287.0,99177.0,Data Scientist  ,Data Science,us dolars,US,SE,PT,Hybrid,JP,S
2020.0,110442.0,33543.0,Data Analyst  (Remote),Analysis,us dolars,US,MI,PT,Remote,DE,M
2021.0,150550.0,166663.0,Data Scientist  in office,Data Science,GBP,MX,EN,FL,Hybrid,IN,L
2022.0,44425.0,86395.0,Statistician  ,Analysis,INR,JP,SE,PT,In-person,JP,L
2021.0,81481.0,59055.0,Data Engineer  (Remote),Engineering,JPY,UK,MI,FL,Remote,JP,S
2021.0,107347.0,36116.0,Data Engineer  in office,Analysis,EUR,UK,SE,FL,In-person,DE,L
2022.0,102317.0,85485.0,Data Scientist  ,Data Science,INR,DE,EN,FT,Remote,CN,M
2021.0,80530.0,163479.0,Statistician  ,ML/AI,GBP,IN,EN,FT,Hybrid,MX,S
2021.0,111099.0,192666.0,Data Engineer  in office,ML/AI,GBP,MX,SE,PT,Remote,MX,S
2022.0,55888.0,96421.0,Statistician  ,Data Science,EUR,US,SE,FL,In-person,MX,S
2021.0,188563.0,65411.0,Data Engineer  in office,Data Science,INR,MX,MI,PT,Remote,MX,M
2022.0,193424.0,154115.0,Statistician  in office,Analysis,us dolars,UK,SE,FT,Hybrid,US,L
2021.0,182748.0,129772.0,Machine Learning Engineer  in office,ML/AI,EUR,DE,SE,FT,Hybrid,IN,M
2022.0,95836.0,120121.0,Statistician  ,ML/AI,us dolars,DE,EN,FT,In-person,IN,S
2022.0,198535.0,153671.0,Statistician  ,ML/AI,EUR,DE,MI,FT,Remote,MX,L
2021.0,-140478.0,141670.0,Data Scientist  in office,Data Science,EUR,MX,SE,FT,In-person,DE,S
2021.0,78990.0,187310.0,Machine Learning Engineer  (Remote),Data Science,us dolars,IN,SE,PT,In-person,CN,M
2021.0,116544.0,134627.0,Data Analyst  in office,Data Science,us dolars,UK,EN,PT,In-person,UK,S
2020.0,93627.0,196268.0,Data Scientist  in office,Data Science,JPY,JP,EN,FT,Hybrid,UK,M
2020.0,181293.0,42738.0,Data Analyst  in office,Data Science,GBP,JP,MI,PT,Remote,MX,S
2020.0,158345.0,144183.0,Data Engineer  (Remote),Data Science,JPY,DE,MI,FT,Hybrid,US,S
2022.0,102843.0,45772.0,Data Analyst  ,Engineering,EUR,DE,EN,FT,Hybrid,US,S
2021.0,59251.0,95270.0,Statistician  ,Analysis,EUR,IN,MI,FT,Hybrid,DE,M
2022.0,104418.0,184564.0,Data Analyst  in office,Engineering,GBP,DE,EX,PT,Remote,CN,M
2020.0,82620.0,84979.0,Data Scientist  in office,ML/AI,EUR,CN,EX,PT,Hybrid,UK,M
2021.0,40040.0,143585.0,Data Scientist  ,Engineering,GBP,UK,EN,FL,Hybrid,IN,M
2022.0,167041.0,197927.0,Data Analyst  in office,Data Science,EUR,DE,SE,PT,Hybrid,CN,M
2021.0,43162.0,167300.0,Data Scientist  ,Engineering,INR,DE,EN,PT,Remote,UK,L
2022.0,95435.0,181117.0,Data Scientist  (Remote),Data Science,us dolars,UK,EN,CT,Remote,CN,S
2021.0,148504.0,54318.0,Data Analyst  in office,Data Science,EUR,US,SE,FT,In-person,DE,S
2020.0,104667.0,88458.0,Machine Learning Engineer  ,Data Science,GBP,CN,SE,FT,Hybrid,UK,L
2020.0,158658.0,174867.0,Machine Learning Engineer  ,ML/AI,GBP,CN,EX,PT,Hybrid,JP,L
2021.0,35037.0,135856.0,Data Engineer  (Remote),Data Science,INR,JP,MI,PT,Remote,MX,S
2022.0,90526.0,115184.0,Data Scientist  in office,Engineering,us dolars,DE,EX,FL,Remote,DE,S
2020.0,117914.0,158789.0,Data Analyst  (Remote),ML/AI,us dolars,UK,MI,CT,Hybrid,JP,S
2020.0,-175765.0,51747.0,Data Scientist  ,Data Science,EUR,JP,SE,FT,In-person,CN,S
2020.0,122162.0,192632.0,Statistician  ,ML/AI,EUR,MX,EN,FT,In-person,DE,S
2021.0,89090.0,41282.0,Data Scientist  (Remote),Analysis,JPY,MX,EN,PT,Hybrid,IN,S
2021.0,163523.0,194903.0,Data Scientist  (Remote),Analysis,us dolars,IN,MI,PT,In-person,DE,S
2022.0,95560.0,93073.0,Machine Learning Engineer  (Remote),Analysis,INR,MX,SE,CT,In-person,DE,L
2022.0,167034.0,184115.0,Data Analyst  in office,Engineering,EUR,MX,SE,FT,Hybrid,MX,M
2022.0,119552.0,82900.0,Data Scientist  ,Engineering,INR,US,SE,CT,In-person,DE,S
2021.0,46444.0,50929.0,Machine Learning Engineer  in office,ML/AI,JPY,DE,SE,FT,Remote,DE,L
2021.0,70443.0,65500.0,Data Engineer  in office,ML/AI,GBP,US,EN,PT,Hybrid,US,M
2022.0,177578.0,31872.0,Machine Learning Engineer  (Remote),ML/AI,INR,DE,EX,CT,Remote,JP,S
2022.0,199456.0,198560.0,Machine Learning Engineer  in office,ML/AI,JPY,DE,EX,FL,Hybrid,DE,L
2021.0,127229.0,97505.0,Machine Learning Engineer  in office,Data Science,JPY,DE,MI,PT,Remote,DE,M
2022.0,142314.0,55460.0,Data Scientist  (Remote),Analysis,JPY,US,SE,FL,In-person,CN,S
2020.0,54248.0,42155.0,Data Scientist  (Remote),Data Science,GBP,CN,EN,FL,Remote,US,S
2021.0,157521.0,172942.0,Data Engineer  (Remote),Data Science,GBP,IN,EN,FL,Remote,UK,L
2022.0,98008.0,145006.0,Statistician  ,Data Science,GBP,CN,EN,FT,Remote,CN,S
2021.0,90309.0,123928.0,Statistician  ,Data Science,EUR,UK,MI,FL,Remote,CN,L
2020.0,73237.0,164789.0,Statistician  in office,Data Science,EUR,UK,SE,FT,Remote,MX,S
2021.0,156967.0,156075.0,Data Engineer  in office,Data Science,GBP,MX,MI,CT,Hybrid,MX,L
2021.0,196804.0,162446.0,Statistician  ,ML/AI,GBP,CN,MI,PT,Remote,US,M
2021.0,38104.0,182898.0,Statistician  in office,Engineering,INR,IN,MI,FT,Remote,US,L
2021.0,113230.0,145138.0,Machine Learning Engineer  (Remote),Data Science,EUR,MX,SE,FT,Hybrid,MX,S
2020.0,120266.0,174499.0,Data Scientist  ,Engineering,EUR,IN,EN,CT,Hybrid,US,S
2021.0,64980.0,94442.0,Data Scientist  in office,Data Science,EUR,DE,SE,CT,In-person,CN,S
2021.0,104990.0,195780.0,Machine Learning Engineer  in office,ML/AI,INR,DE,EX,PT,Remote,CN,L
2022.0,39554.0,130671.0,Machine Learning Engineer  in office,Engineering,us dolars,UK,EN,CT,Remote,MX,S
2021.0,121049.0,185343.0,Machine Learning Engineer  ,Analysis,GBP,DE,SE,FT,In-person,DE,L
2022.0,192057.0,46631.0,Data Scientist  ,Data Science,JPY,MX,SE,PT,Remote,US,L
2020.0,78167.0,49887.0,Statistician  ,ML/AI,JPY,DE,MI,PT,In-person,US,S
2020.0,97238.0,55259.0,Machine Learning Engineer  (Remote),Data Science,EUR,IN,SE,PT,Hybrid,MX,S
2020.0,47038.0,127932.0,Data Engineer  in office,Data Science,us dolars,US,MI,FL,Remote,CN,M
2020.0,183291.0,87987.0,Machine Learning Engineer  in office,Analysis,EUR,CN,EX,FL,Remote,CN,S
2022.0,165343.0,49144.0,Data Analyst  (Remote),Analysis,JPY,JP,MI,FT,Hybrid,US,S
2021.0,57397.0,181908.0,Machine Learning Engineer  ,Data Science,EUR,JP,SE,FL,Remote,DE,S
2020.0,104491.0,74456.0,Data Scientist  ,ML/AI,JPY,DE,MI,CT,Hybrid,IN,L
2021.0,59602.0,197452.0,Machine Learning Engineer  ,Analysis,JPY,DE,SE,PT,Hybrid,IN,L
2022.0,84471.0,150250.0,Data Analyst  (Remote),Data Science,EUR,CN,SE,FT,In-person,UK,S
2022.0,127081.0,107735.0,Data Engineer  in office,ML/AI,us dolars,JP,EN,CT,Hybrid,DE,M
2022.0,53116.0,41569.0,Statistician  (Remote),ML/AI,JPY,IN,MI,PT,In-person,CN,L
2020.0,36674.0,155294.0,Machine Learning Engineer  in office,Data Science,EUR,JP,EN,CT,Hybrid,US,L
2021.0,178541.0,192254.0,Data Analyst  in office,Engineering,EUR,JP,EN,FL,In-person,MX,L
2021.0,35446.0,182721.0,Data Analyst  in office,ML/AI,GBP,MX,EN,CT,In-person,US,M
2021.0,154809.0,113731.0,Data Engineer  (Remote),Engineering,JPY,JP,EN,FL,In-person,US,L
2022.0,50760.0,126132.0,Data Scientist  ,Engineering,JPY,DE,EX,CT,In-person,IN,L
2020.0,31963.0,130497.0,Machine Learning Engineer  ,Analysis,JPY,MX,EX,FT,Remote,MX,M
2022.0,138281.0,57003.0,Data Analyst  (Remote),ML/AI,JPY,DE,MI,FL,Hybrid,CN,M
2022.0,188334.0,177623.0,Data Engineer  in office,ML/AI,JPY,CN,MI,FL,Hybrid,MX,L
2021.0,35177.0,144432.0,Statistician  (Remote),ML/AI,EUR,JP,EX,PT,Hybrid,US,S
2022.0,41160.0,184898.0,Data Analyst  ,Engineering,us dolars,DE,MI,FL,Hybrid,US,S
2021.0,132876.0,132486.0,Data Engineer  (Remote),Data Science,us dolars,CN,MI,PT,In-person,IN,M
2020.0,37543.0,185801.0,Data Scientist  in office,Engineering,GBP,JP,EX,FL,Remote,US,L
2021.0,137211.0,164940.0,Data Scientist  ,ML/AI,EUR,IN,EX,FL,Hybrid,MX,M
2020.0,69278.0,71274.0,Data Analyst  in office,ML/AI,JPY,DE,MI,FL,Hybrid,UK,M
2021.0,190679.0,68718.0,Data Analyst  (Remote),ML/AI,us dolars,US,EX,FL,Hybrid,CN,S
2022.0,178293.0,193425.0,Machine Learning Engineer  in office,Engineering,INR,CN,SE,PT,In-person,MX,M
2022.0,164395.0,71682.0,Data Engineer  (Remote),ML/AI,INR,DE,EN,FT,Hybrid,JP,M
2020.0,82105.0,60653.0,Data Analyst  ,Analysis,INR,IN,EN,CT,Hybrid,MX,L
2020.0,106151.0,175213.0,Machine Learning Engineer  ,ML/AI,JPY,IN,SE,FL,Remote,MX,L
2020.0,96968.0,172609.0,Machine Learning Engineer  ,Data Science,JPY,DE,SE,FL,In-person,UK,M
2021.0,184310.0,60401.0,Data Analyst  in office,Analysis,GBP,UK,MI,FT,Remote,DE,M
2021.0,93830.0,188459.0,Data Scientist  (Remote),ML/AI,GBP,CN,MI,PT,Hybrid,MX,L
2020.0,103967.0,111690.0,Data Engineer  (Remote),Analysis,GBP,JP,EN,CT,In-person,UK,S
2022.0,169402.0,130613.0,Data Engineer  (Remote),ML/AI,INR,JP,MI,FT,Hybrid,UK,L
2021.0,38611.0,167702.0,Data Scientist  in office,Data Science,JPY,IN,EN,FT,Hybrid,MX,L
2021.0,43872.0,74293.0,Data Analyst  (Remote),ML/AI,INR,DE,MI,FT,In-person,MX,L
2021.0,79455.0,184142.0,Data Engineer  ,Analysis,GBP,UK,MI,FT,Remote,IN,L
2020.0,64930.0,43416.0,Data Analyst  (Remote),Data Science,JPY,CN,EN,FL,In-person,DE,L
2020.0,102022.0,146711.0,Data Analyst  in office,Engineering,EUR,US,SE,CT,In-person,MX,S
2020.0,92714.0,145037.0,Machine Learning Engineer  ,Data Science,us dolars,JP,SE,FL,Remote,CN,L
2020.0,154906.0,120935.0,Data Scientist  ,Data Science,us dolars,MX,MI,FT,In-person,MX,L
2020.0,138722.0,169701.0,Data Analyst  in office,Data Science,GBP,CN,SE,CT,Remote,CN,S
2022.0,96704.0,38360.0,Statistician  ,Analysis,INR,CN,MI,FT,Remote,UK,M
2022.0,-30415.0,42011.0,Data Scientist  (Remote),Data Science,EUR,UK,SE,PT,In-person,JP,S
2020.0,106441.0,70721.0,Data Engineer  in office,ML/AI,JPY,CN,EX,FT,In-person,UK,L
2021.0,141736.0,66069.0,Machine Learning Engineer  (Remote),Data Science,INR,JP,EX,FT,Remote,US,M
2020.0,-100779.0,83270.0,Data Engineer  in office,Data Science,EUR,DE,SE,PT,Remote,IN,S
2022.0,118444.0,41227.0,Data Engineer  in office,ML/AI,INR,JP,SE,FL,Remote,US,M
2022.0,134448.0,69587.0,Data Scientist  in office,ML/AI,GBP,US,EN,CT,Remote,DE,S
2021.0,39888.0,91720.0,Data Engineer  (Remote),Data Science,EUR,DE,SE,FT,Remote,DE,S
2022.0,-154790.0,98305.0,Data Analyst  in office,Data Science,EUR,IN,SE,FT,In-person,IN,S
2020.0,88765.0,106028.0,Data Engineer  ,Analysis,INR,UK,EN,PT,Hybrid,UK,M
2021.0,45935.0,83651.0,Machine Learning Engineer  (Remote),Data Science,EUR,JP,SE,CT,In-person,DE,M
2020.0,103002.0,81332.0,Machine Learning Engineer  in office,Data Science,JPY,DE,EN,PT,Hybrid,JP,M
2020.0,110631.0,98201.0,Statistician  in office,ML/AI,GBP,CN,SE,FT,Remote,MX,L
2021.0,31320.0,185879.0,Machine Learning Engineer  (Remote),Engineering,JPY,DE,MI,FL,In-person,IN,S
2020.0,76032.0,73552.0,Data Engineer  ,Data Science,us dolars,JP,EX,FL,Hybrid,US,L
2022.0,107763.0,153938.0,Machine Learning Engineer  ,Analysis,EUR,IN,EX,CT,Remote,JP,S
2020.0,178979.0,147230.0,Data Scientist  in office,Data Science,EUR,JP,MI,FT,In-person,MX,L
2021.0,68002.0,123758.0,Machine Learning Engineer  in office,Analysis,JPY,IN,EN,PT,Hybrid,MX,L
2021.0,68912.0,87300.0,Data Analyst  ,ML/AI,us dolars,CN,EX,FT,In-person,CN,S
2021.0,30552.0,56951.0,Data Scientist  in office,Engineering,JPY,JP,SE,PT,Hybrid,IN,L
2020.0,50140.0,50264.0,Statistician  ,Data Science,INR,DE,SE,PT,In-person,JP,M
2021.0,115591.0,49121.0,Data Analyst  ,Data Science,EUR,US,SE,CT,In-person,MX,S
2021.0,-63367.0,114351.0,Data Engineer  ,Data Science,EUR,US,SE,PT,Hybrid,IN,S
2020.0,54061.0,80539.0,Data Engineer  ,Analysis,INR,CN,MI,CT,In-person,US,L
2022.0,126590.0,191383.0,Data Engineer  in office,Engineering,us dolars,MX,EX,FL,In-person,UK,S
2020.0,72124.0,180821.0,Data Analyst  (Remote),Data Science,EUR,MX,EN,CT,Remote,IN,S
2021.0,163054.0,59218.0,Data Analyst  (Remote),ML/AI,GBP,DE,EX,CT,Hybrid,DE,L
2021.0,146322.0,74867.0,Data Analyst  ,Data Science,EUR,US,SE,CT,In-person,US,S
2020.0,136134.0,31316.0,Data Scientist  in office,Engineering,us dolars,CN,SE,FL,Hybrid,US,M
2022.0,65765.0,67972.0,Data Scientist  (Remote),Data Science,INR,IN,EN,CT,In-person,JP,M
2021.0,112606.0,116924.0,Data Engineer  (Remote),Engineering,JPY,DE,MI,PT,Hybrid,DE,M
2021.0,126422.0,122700.0,Machine Learning Engineer  ,Data Science,us dolars,MX,EN,PT,Hybrid,JP,S
2021.0,139910.0,159079.0,Data Engineer  ,Analysis,JPY,IN,EX,CT,Remote,CN,S
2020.0,-84681.0,134082.0,Statistician  in office,Data Science,EUR,DE,SE,PT,Remote,US,S
2021.0,92349.0,169151.0,Data Scientist  (Remote),Analysis,GBP,IN,EN,CT,Hybrid,IN,S
2022.0,130063.0,90887.0,Data Analyst  ,Engineering,INR,IN,EN,FL,In-person,CN,L
2021.0,93474.0,183484.0,Data Scientist  ,Engineering,GBP,US,EN,PT,Hybrid,DE,L
2021.0,-190585.0,65862.0,Data Analyst  in office,Data Science,EUR,DE,SE,CT,In-person,US,S
2022.0,52592.0,157677.0,Statistician  ,Analysis,JPY,JP,MI,FT,Hybrid,MX,L
2021.0,142196.0,175893.0,Statistician  ,Data Science,us dolars,US,MI,FL,Remote,DE,M
2020.0,53618.0,103118.0,Data Scientist  ,Analysis,EUR,IN,MI,FT,Remote,CN,S
2020.0,81632.0,104548.0,Data Analyst  ,Data Science,EUR,IN,SE,CT,In-person,IN,S
2020.0,176481.0,194727.0,Statistician  ,Data Science,INR,MX,SE,PT,Hybrid,UK,S
2022.0,39529.0,134319.0,Data Engineer  in office,Data Science,INR,JP,MI,CT,In-person,JP,L
2021.0,152164.0,110066.0,Data Engineer  ,Analysis,GBP,MX,EX,PT,Remote,MX,M
2020.0,54154.0,75221.0,Data Analyst  (Remote),ML/AI,EUR,JP,MI,CT,Hybrid,JP,S
2022.0,62882.0,117189.0,Data Scientist  ,Analysis,GBP,IN,MI,CT,Remote,CN,L
2021.0,74917.0,135812.0,Statistician  ,ML/AI,JPY,JP,EX,PT,Remote,US,S
2022.0,112488.0,122326.0,Data Scientist  (Remote),Analysis,EUR,UK,EN,PT,Hybrid,US,S
2020.0,45701.0,169972.0,Data Engineer  (Remote),Engineering,JPY,MX,EX,CT,In-person,IN,L
2020.0,98225.0,194557.0,Statistician  ,Data Science,us dolars,MX,EX,FT,Hybrid,US,M
2020.0,149278.0,43891.0,Data Scientist  in office,Analysis,GBP,US,SE,FL,Remote,US,S
2022.0,32988.0,138640.0,Machine Learning Engineer  (Remote),Engineering,INR,DE,EN,FT,Remote,US,L
2022.0,65919.0,176086.0,Data Analyst  in office,Analysis,EUR,MX,EX,FT,Remote,DE,S
2020.0,39013.0,102083.0,Data Analyst  ,Data Science,GBP,JP,MI,FT,Remote,DE,S
